,Classifier Name,HyperParameters,Precision,Recall,F-score
110,SVM,-,1.0,0.23076923076923078,0.375
111,MLP,-,0.75,0.46153846153846156,0.5714285714285714
112,Random Forest,-,0.8,0.6153846153846154,0.6956521739130435
113,Biased Classifier,-,0.203125,1.0,0.33766233766233766
114,Decision Tree,-,0.8,0.5714285714285714,0.6666666666666666
115,Naive Bayes,-,0.625,0.35714285714285715,0.45454545454545453
116,SVM,-,1.0,0.35714285714285715,0.5263157894736842
117,MLP,-,0.6666666666666666,0.2857142857142857,0.4
118,Random Forest,-,0.5714285714285714,0.2857142857142857,0.38095238095238093
119,Biased Classifier,-,0.21875,1.0,0.358974358974359
120,Decision Tree,-,0.47058823529411764,0.5333333333333333,0.5
121,Naive Bayes,-,1.0,0.2,0.33333333333333337
122,SVM,-,0.5,0.2,0.28571428571428575
123,MLP,-,0.2857142857142857,0.26666666666666666,0.2758620689655172
124,Random Forest,-,0.625,0.3333333333333333,0.43478260869565216
125,Biased Classifier,-,0.23076923076923078,1.0,0.375
126,Decision Tree,-,0.3333333333333333,0.23076923076923078,0.27272727272727276
127,Naive Bayes,-,0.5555555555555556,0.38461538461538464,0.4545454545454546
128,SVM,-,0.5714285714285714,0.3076923076923077,0.4
129,MLP,-,0.3076923076923077,0.3076923076923077,0.3076923076923077
130,Random Forest,-,0.5,0.3076923076923077,0.380952380952381
131,Biased Classifier,-,0.2,1.0,0.33333333333333337
132,Decision Tree,-,0.5,0.19047619047619047,0.27586206896551724
133,Naive Bayes,-,0.6666666666666666,0.2857142857142857,0.4
134,SVM,-,1.0,0.14285714285714285,0.25
135,MLP,-,0.6666666666666666,0.38095238095238093,0.4848484848484849
136,Random Forest,-,0.8571428571428571,0.2857142857142857,0.42857142857142855
137,Biased Classifier,-,0.3230769230769231,1.0,0.48837209302325585
138,Decision Tree,-,0.29411764705882354,0.3333333333333333,0.3125
139,Naive Bayes,-,0.7,0.4666666666666667,0.56
140,SVM,-,0.8333333333333334,0.3333333333333333,0.47619047619047616
141,MLP,-,0.6470588235294118,0.7333333333333333,0.6875
142,Random Forest,-,0.6923076923076923,0.6,0.6428571428571429
143,Biased Classifier,-,0.234375,1.0,0.379746835443038
144,Decision Tree,-,0.3076923076923077,0.3333333333333333,0.32
145,Naive Bayes,-,0.3333333333333333,0.25,0.28571428571428575
146,SVM,-,0.6666666666666666,0.3333333333333333,0.4444444444444444
147,MLP,-,0.375,0.5,0.42857142857142855
148,Random Forest,-,0.3333333333333333,0.3333333333333333,0.3333333333333333
149,Biased Classifier,-,0.1875,1.0,0.3157894736842105
150,Decision Tree,-,0.7777777777777778,0.4666666666666667,0.5833333333333334
151,Naive Bayes,-,0.7777777777777778,0.4666666666666667,0.5833333333333334
152,SVM,-,0.7777777777777778,0.4666666666666667,0.5833333333333334
153,MLP,-,0.6363636363636364,0.4666666666666667,0.5384615384615385
154,Random Forest,-,0.7,0.4666666666666667,0.56
155,Biased Classifier,-,0.23076923076923078,1.0,0.375
156,Decision Tree,-,0.5,0.3125,0.38461538461538464
157,Naive Bayes,-,0.5,0.125,0.2
158,SVM,-,0.6666666666666666,0.125,0.21052631578947367
159,MLP,-,0.5,0.5,0.5
160,Random Forest,-,0.5833333333333334,0.4375,0.5
161,Biased Classifier,-,0.24615384615384617,1.0,0.39506172839506176
162,Decision Tree,-,0.4444444444444444,0.6153846153846154,0.5161290322580646
163,Naive Bayes,-,0.6666666666666666,0.46153846153846156,0.5454545454545455
164,SVM,-,0.7142857142857143,0.38461538461538464,0.5
165,MLP,-,0.5833333333333334,0.5384615384615384,0.5599999999999999
166,Random Forest,-,0.5833333333333334,0.5384615384615384,0.5599999999999999
167,Biased Classifier,-,0.2,1.0,0.33333333333333337
168,Decision Tree,-,0.6153846153846154,0.4444444444444444,0.5161290322580646
169,Naive Bayes,-,0.5,0.2777777777777778,0.35714285714285715
170,SVM,-,0.8333333333333334,0.2777777777777778,0.4166666666666667
171,MLP,-,0.5,0.3333333333333333,0.4
172,Random Forest,-,0.5,0.3333333333333333,0.4
173,Biased Classifier,-,0.28125,1.0,0.43902439024390244
174,Decision Tree,-,0.7142857142857143,0.35714285714285715,0.4761904761904762
175,Naive Bayes,-,0.8333333333333334,0.35714285714285715,0.5
176,SVM,-,1.0,0.21428571428571427,0.35294117647058826
177,MLP,-,0.3,0.21428571428571427,0.25
178,Random Forest,-,0.4,0.2857142857142857,0.3333333333333333
179,Biased Classifier,-,0.21875,1.0,0.358974358974359
180,Decision Tree,-,0.46153846153846156,0.6,0.5217391304347826
181,Naive Bayes,-,0.5555555555555556,0.5,0.5263157894736842
182,SVM,-,0.625,0.5,0.5555555555555556
183,MLP,-,0.4166666666666667,0.5,0.45454545454545453
184,Random Forest,-,0.5,0.6,0.5454545454545454
185,Biased Classifier,-,0.15384615384615385,1.0,0.2666666666666667
186,Decision Tree,-,0.6153846153846154,0.4444444444444444,0.5161290322580646
187,Naive Bayes,-,0.75,0.5,0.6
188,SVM,-,0.75,0.5,0.6
189,MLP,-,0.5,0.5,0.5
190,Random Forest,-,0.6666666666666666,0.4444444444444444,0.5333333333333333
191,Biased Classifier,-,0.27692307692307694,1.0,0.4337349397590362
192,Decision Tree,-,0.75,0.5,0.6
193,Naive Bayes,-,0.6,0.25,0.35294117647058826
194,SVM,-,0.7142857142857143,0.4166666666666667,0.5263157894736842
195,MLP,-,0.6666666666666666,0.5,0.5714285714285715
196,Random Forest,-,0.7,0.5833333333333334,0.6363636363636365
197,Biased Classifier,-,0.18461538461538463,1.0,0.3116883116883117
198,Decision Tree,-,0.8,0.36363636363636365,0.5000000000000001
199,Naive Bayes,-,0.625,0.22727272727272727,0.3333333333333333
200,SVM,-,1.0,0.13636363636363635,0.24000000000000002
201,MLP,-,0.75,0.4090909090909091,0.5294117647058824
202,Random Forest,-,0.7777777777777778,0.3181818181818182,0.45161290322580644
203,Biased Classifier,-,0.34375,1.0,0.5116279069767442
204,Decision Tree,-,0.6,0.42857142857142855,0.5
205,Naive Bayes,-,0.42857142857142855,0.21428571428571427,0.2857142857142857
206,SVM,-,0.75,0.21428571428571427,0.3333333333333333
207,MLP,-,0.35,0.5,0.4117647058823529
208,Random Forest,-,0.75,0.42857142857142855,0.5454545454545454
209,Biased Classifier,-,0.21875,1.0,0.358974358974359
210,Decision Tree,-,0.5,0.3333333333333333,0.4
211,Naive Bayes,-,0.5,0.26666666666666666,0.3478260869565218
212,SVM,-,0.6,0.2,0.3
213,MLP,-,0.6666666666666666,0.4,0.5
214,Random Forest,-,0.625,0.3333333333333333,0.43478260869565216
215,Biased Classifier,-,0.23076923076923078,1.0,0.375
216,Decision Tree,-,0.6,0.3157894736842105,0.41379310344827586
217,Naive Bayes,-,0.5714285714285714,0.21052631578947367,0.3076923076923077
218,SVM,-,0.5714285714285714,0.21052631578947367,0.3076923076923077
219,MLP,-,0.5625,0.47368421052631576,0.5142857142857142
220,Random Forest,-,0.6666666666666666,0.42105263157894735,0.5161290322580646
221,Biased Classifier,-,0.2923076923076923,1.0,0.4523809523809524
222,Decision Tree,-,0.5,0.5,0.5
223,Naive Bayes,-,0.42857142857142855,0.25,0.3157894736842105
224,SVM,-,0.5,0.25,0.3333333333333333
225,MLP,-,0.36363636363636365,0.3333333333333333,0.34782608695652173
226,Random Forest,-,0.5454545454545454,0.5,0.5217391304347826
227,Biased Classifier,-,0.18461538461538463,1.0,0.3116883116883117
228,Decision Tree,-,0.42857142857142855,0.5454545454545454,0.4799999999999999
229,Naive Bayes,-,0.6363636363636364,0.6363636363636364,0.6363636363636364
230,SVM,-,0.8333333333333334,0.45454545454545453,0.5882352941176471
231,MLP,-,0.35714285714285715,0.45454545454545453,0.4
232,Random Forest,-,0.5833333333333334,0.6363636363636364,0.6086956521739131
233,Biased Classifier,-,0.171875,1.0,0.29333333333333333
234,Decision Tree,-,0.8571428571428571,0.3157894736842105,0.46153846153846156
235,Naive Bayes,-,1.0,0.42105263157894735,0.5925925925925926
236,SVM,-,1.0,0.3684210526315789,0.5384615384615384
237,MLP,-,0.5294117647058824,0.47368421052631576,0.5
238,Random Forest,-,0.6666666666666666,0.42105263157894735,0.5161290322580646
239,Biased Classifier,-,0.296875,1.0,0.4578313253012048
240,Decision Tree,-,0.4666666666666667,0.4375,0.45161290322580644
241,Naive Bayes,-,0.5333333333333333,0.5,0.5161290322580646
242,SVM,-,0.5454545454545454,0.375,0.4444444444444444
243,MLP,-,0.5714285714285714,0.5,0.5333333333333333
244,Random Forest,-,0.6363636363636364,0.4375,0.5185185185185185
245,Biased Classifier,-,0.24615384615384617,1.0,0.39506172839506176
246,Decision Tree,-,0.5,0.09090909090909091,0.15384615384615385
247,Naive Bayes,-,0.8333333333333334,0.45454545454545453,0.5882352941176471
248,SVM,-,0.6,0.2727272727272727,0.37499999999999994
249,MLP,-,0.5,0.36363636363636365,0.4210526315789474
250,Random Forest,-,0.5714285714285714,0.36363636363636365,0.4444444444444444
251,Biased Classifier,-,0.16923076923076924,1.0,0.2894736842105263
252,Decision Tree,-,0.6,0.75,0.6666666666666665
253,Naive Bayes,-,0.4444444444444444,0.25,0.32
254,SVM,-,0.5714285714285714,0.25,0.34782608695652173
255,MLP,-,0.4666666666666667,0.4375,0.45161290322580644
256,Random Forest,-,0.5714285714285714,0.5,0.5333333333333333
257,Biased Classifier,-,0.24615384615384617,1.0,0.39506172839506176
258,Decision Tree,-,0.7777777777777778,0.4666666666666667,0.5833333333333334
259,Naive Bayes,-,0.8571428571428571,0.4,0.5454545454545455
260,SVM,-,1.0,0.26666666666666666,0.4210526315789474
261,MLP,-,0.4666666666666667,0.4666666666666667,0.4666666666666667
262,Random Forest,-,0.7272727272727273,0.5333333333333333,0.6153846153846153
263,Biased Classifier,-,0.234375,1.0,0.379746835443038
264,Decision Tree,-,0.5555555555555556,0.2777777777777778,0.3703703703703704
265,Naive Bayes,-,0.6,0.16666666666666666,0.2608695652173913
266,SVM,-,0.75,0.16666666666666666,0.27272727272727276
267,MLP,-,0.7,0.3888888888888889,0.5
268,Random Forest,-,0.5714285714285714,0.2222222222222222,0.32
269,Biased Classifier,-,0.28125,1.0,0.43902439024390244
270,Decision Tree,-,0.6666666666666666,0.375,0.4800000000000001
271,Naive Bayes,-,0.5714285714285714,0.25,0.34782608695652173
272,SVM,-,0.7142857142857143,0.3125,0.43478260869565216
273,MLP,-,0.5454545454545454,0.375,0.4444444444444444
274,Random Forest,-,0.6363636363636364,0.4375,0.5185185185185185
275,Biased Classifier,-,0.24615384615384617,1.0,0.39506172839506176
276,Decision Tree,-,0.52,0.7222222222222222,0.6046511627906976
277,Naive Bayes,-,0.5454545454545454,0.3333333333333333,0.41379310344827586
278,SVM,-,0.5714285714285714,0.2222222222222222,0.32
279,MLP,-,0.5,0.3333333333333333,0.4
280,Random Forest,-,0.6428571428571429,0.5,0.5625000000000001
281,Biased Classifier,-,0.27692307692307694,1.0,0.4337349397590362
282,Decision Tree,-,0.6923076923076923,0.6,0.6428571428571429
283,Naive Bayes,-,0.8888888888888888,0.5333333333333333,0.6666666666666667
284,SVM,-,1.0,0.4,0.5714285714285715
285,MLP,-,0.6363636363636364,0.4666666666666667,0.5384615384615385
286,Random Forest,-,0.8333333333333334,0.6666666666666666,0.7407407407407408
287,Biased Classifier,-,0.23076923076923078,1.0,0.375
288,Decision Tree,-,0.375,0.375,0.375
289,Naive Bayes,-,0.6,0.1875,0.2857142857142857
290,SVM,-,0.8,0.25,0.38095238095238093
291,MLP,-,0.3157894736842105,0.375,0.34285714285714286
292,Random Forest,-,0.42857142857142855,0.375,0.39999999999999997
293,Biased Classifier,-,0.25,1.0,0.4
294,Decision Tree,-,0.5,0.36363636363636365,0.4210526315789474
295,Naive Bayes,-,0.625,0.45454545454545453,0.5263157894736842
296,SVM,-,0.5714285714285714,0.36363636363636365,0.4444444444444444
297,MLP,-,0.4444444444444444,0.36363636363636365,0.39999999999999997
298,Random Forest,-,0.5,0.45454545454545453,0.47619047619047616
299,Biased Classifier,-,0.171875,1.0,0.29333333333333333
300,Decision Tree,-,0.46153846153846156,0.6,0.5217391304347826
301,Naive Bayes,-,0.5,0.4,0.4444444444444445
302,SVM,-,0.5454545454545454,0.6,0.5714285714285713
303,MLP,-,0.18181818181818182,0.2,0.1904761904761905
304,Random Forest,-,0.4666666666666667,0.7,0.56
305,Biased Classifier,-,0.15384615384615385,1.0,0.2666666666666667
306,Decision Tree,-,1.0,0.3333333333333333,0.5
307,Naive Bayes,-,0.6,0.2,0.3
308,SVM,-,1.0,0.3333333333333333,0.5
309,MLP,-,0.38461538461538464,0.3333333333333333,0.3571428571428571
310,Random Forest,-,0.6666666666666666,0.26666666666666666,0.3809523809523809
311,Biased Classifier,-,0.23076923076923078,1.0,0.375
312,Decision Tree,-,0.6666666666666666,0.2857142857142857,0.4
313,Naive Bayes,-,0.7142857142857143,0.23809523809523808,0.35714285714285715
314,SVM,-,0.6,0.14285714285714285,0.23076923076923073
315,MLP,-,0.7692307692307693,0.47619047619047616,0.588235294117647
316,Random Forest,-,0.8571428571428571,0.2857142857142857,0.42857142857142855
317,Biased Classifier,-,0.3230769230769231,1.0,0.48837209302325585
318,Decision Tree,-,0.42857142857142855,0.23076923076923078,0.3
319,Naive Bayes,-,0.46153846153846156,0.46153846153846156,0.46153846153846156
320,SVM,-,0.5,0.3076923076923077,0.380952380952381
321,MLP,-,0.5833333333333334,0.5384615384615384,0.5599999999999999
322,Random Forest,-,0.5555555555555556,0.38461538461538464,0.4545454545454546
323,Biased Classifier,-,0.203125,1.0,0.33766233766233766
324,Decision Tree,-,0.8888888888888888,0.47058823529411764,0.6153846153846153
325,Naive Bayes,-,0.7777777777777778,0.4117647058823529,0.5384615384615384
326,SVM,-,1.0,0.35294117647058826,0.5217391304347826
327,MLP,-,0.55,0.6470588235294118,0.5945945945945946
328,Random Forest,-,0.6923076923076923,0.5294117647058824,0.5999999999999999
329,Biased Classifier,-,0.265625,1.0,0.41975308641975306
330,Decision Tree,-,1.0,0.4,0.5714285714285715
331,Naive Bayes,-,1.0,0.2,0.33333333333333337
332,SVM,-,1.0,0.2,0.33333333333333337
333,MLP,-,0.8,0.5333333333333333,0.64
334,Random Forest,-,0.8333333333333334,0.3333333333333333,0.47619047619047616
335,Biased Classifier,-,0.23076923076923078,1.0,0.375
336,Decision Tree,-,0.6153846153846154,0.47058823529411764,0.5333333333333333
337,Naive Bayes,-,0.6923076923076923,0.5294117647058824,0.5999999999999999
338,SVM,-,0.5714285714285714,0.47058823529411764,0.5161290322580646
339,MLP,-,0.6666666666666666,0.7058823529411765,0.6857142857142857
340,Random Forest,-,0.6111111111111112,0.6470588235294118,0.6285714285714287
341,Biased Classifier,-,0.26153846153846155,1.0,0.41463414634146345
342,Decision Tree,-,0.7272727272727273,0.47058823529411764,0.5714285714285714
343,Naive Bayes,-,0.7,0.4117647058823529,0.5185185185185185
344,SVM,-,0.75,0.35294117647058826,0.48
345,MLP,-,0.5555555555555556,0.5882352941176471,0.5714285714285715
346,Random Forest,-,0.7142857142857143,0.5882352941176471,0.6451612903225806
347,Biased Classifier,-,0.26153846153846155,1.0,0.41463414634146345
348,Decision Tree,-,0.5,0.23076923076923078,0.3157894736842105
349,Naive Bayes,-,0.4,0.3076923076923077,0.34782608695652173
350,SVM,-,0.8333333333333334,0.38461538461538464,0.5263157894736842
351,MLP,-,0.23076923076923078,0.23076923076923078,0.23076923076923078
352,Random Forest,-,0.6,0.46153846153846156,0.5217391304347826
353,Biased Classifier,-,0.203125,1.0,0.33766233766233766
354,Decision Tree,-,0.4,0.14285714285714285,0.21052631578947364
355,Naive Bayes,-,0.5,0.21428571428571427,0.3
356,SVM,-,0.75,0.21428571428571427,0.3333333333333333
357,MLP,-,0.5,0.2857142857142857,0.36363636363636365
358,Random Forest,-,0.5714285714285714,0.2857142857142857,0.38095238095238093
359,Biased Classifier,-,0.21875,1.0,0.358974358974359
360,Decision Tree,-,0.5,0.17647058823529413,0.2608695652173913
361,Naive Bayes,-,0.5,0.29411764705882354,0.37037037037037035
362,SVM,-,0.5714285714285714,0.23529411764705882,0.3333333333333333
363,MLP,-,0.5714285714285714,0.23529411764705882,0.3333333333333333
364,Random Forest,-,0.375,0.17647058823529413,0.24
365,Biased Classifier,-,0.26153846153846155,1.0,0.41463414634146345
366,Decision Tree,-,0.6666666666666666,0.4,0.5
367,Naive Bayes,-,0.5714285714285714,0.26666666666666666,0.36363636363636365
368,SVM,-,0.7142857142857143,0.3333333333333333,0.4545454545454545
369,MLP,-,0.38461538461538464,0.3333333333333333,0.3571428571428571
370,Random Forest,-,0.46153846153846156,0.4,0.42857142857142855
371,Biased Classifier,-,0.23076923076923078,1.0,0.375
372,Decision Tree,-,0.7142857142857143,0.3125,0.43478260869565216
373,Naive Bayes,-,0.7142857142857143,0.625,0.6666666666666666
374,SVM,-,0.8,0.5,0.6153846153846154
375,MLP,-,0.6363636363636364,0.4375,0.5185185185185185
376,Random Forest,-,0.7777777777777778,0.4375,0.56
377,Biased Classifier,-,0.24615384615384617,1.0,0.39506172839506176
378,Decision Tree,-,0.5714285714285714,0.3333333333333333,0.4210526315789474
379,Naive Bayes,-,0.5,0.16666666666666666,0.25
380,SVM,-,0.6,0.25,0.35294117647058826
381,MLP,-,0.47058823529411764,0.6666666666666666,0.5517241379310345
382,Random Forest,-,0.5,0.5,0.5
383,Biased Classifier,-,0.1875,1.0,0.3157894736842105
384,Decision Tree,-,0.5454545454545454,0.375,0.4444444444444444
385,Naive Bayes,-,0.8571428571428571,0.375,0.5217391304347825
386,SVM,-,0.75,0.1875,0.3
387,MLP,-,0.5882352941176471,0.625,0.6060606060606061
388,Random Forest,-,0.5,0.5,0.5
389,Biased Classifier,-,0.25,1.0,0.4
390,Decision Tree,-,0.5,0.1875,0.2727272727272727
391,Naive Bayes,-,0.8,0.25,0.38095238095238093
392,SVM,-,1.0,0.1875,0.3157894736842105
393,MLP,-,0.5714285714285714,0.25,0.34782608695652173
394,Random Forest,-,0.8333333333333334,0.3125,0.45454545454545453
395,Biased Classifier,-,0.24615384615384617,1.0,0.39506172839506176
396,Decision Tree,-,0.3333333333333333,0.5,0.4
397,Naive Bayes,-,0.38461538461538464,0.4166666666666667,0.4
398,SVM,-,0.625,0.4166666666666667,0.5
399,MLP,-,0.3888888888888889,0.5833333333333334,0.4666666666666666
400,Random Forest,-,0.6923076923076923,0.75,0.7199999999999999
401,Biased Classifier,-,0.18461538461538463,1.0,0.3116883116883117
402,Decision Tree,-,0.5714285714285714,0.2,0.29629629629629634
403,Naive Bayes,-,0.6875,0.55,0.6111111111111112
404,SVM,-,0.7777777777777778,0.35,0.48275862068965514
405,MLP,-,0.5625,0.45,0.5
406,Random Forest,-,0.5333333333333333,0.4,0.4571428571428572
407,Biased Classifier,-,0.3076923076923077,1.0,0.47058823529411764
408,Decision Tree,-,0.5714285714285714,0.2857142857142857,0.38095238095238093
409,Naive Bayes,-,0.5,0.2857142857142857,0.36363636363636365
410,SVM,-,0.6,0.21428571428571427,0.3157894736842105
411,MLP,-,0.5,0.35714285714285715,0.41666666666666663
412,Random Forest,-,0.6666666666666666,0.2857142857142857,0.4
413,Biased Classifier,-,0.21875,1.0,0.358974358974359
414,Decision Tree,-,0.75,0.21428571428571427,0.3333333333333333
415,Naive Bayes,-,0.8333333333333334,0.35714285714285715,0.5
416,SVM,-,0.8,0.2857142857142857,0.4210526315789473
417,MLP,-,0.5,0.35714285714285715,0.41666666666666663
418,Random Forest,-,0.5555555555555556,0.35714285714285715,0.43478260869565216
419,Biased Classifier,-,0.21875,1.0,0.358974358974359
420,Decision Tree,-,0.5454545454545454,0.4,0.4615384615384615
421,Naive Bayes,-,0.6363636363636364,0.4666666666666667,0.5384615384615385
422,SVM,-,0.7142857142857143,0.3333333333333333,0.4545454545454545
423,MLP,-,0.6,0.6,0.6
424,Random Forest,-,0.7,0.4666666666666667,0.56
425,Biased Classifier,-,0.23076923076923078,1.0,0.375
426,Decision Tree,-,0.625,0.38461538461538464,0.4761904761904762
427,Naive Bayes,-,0.5,0.46153846153846156,0.48000000000000004
428,SVM,-,0.5,0.23076923076923078,0.3157894736842105
429,MLP,-,0.5,0.5384615384615384,0.5185185185185186
430,Random Forest,-,0.5,0.46153846153846156,0.48000000000000004
431,Biased Classifier,-,0.2,1.0,0.33333333333333337
432,Decision Tree,-,0.7272727272727273,0.38095238095238093,0.5
433,Naive Bayes,-,1.0,0.47619047619047616,0.6451612903225806
434,SVM,-,0.9166666666666666,0.5238095238095238,0.6666666666666667
