Classifier Name,Hyperparameters,Unnamed: 0,Precision,Recall,F-score
SVM,1,299.0,0.7422368464868465,0.3216889675082399,0.4326569163274902
SVM,10,2099.0,0.7385955988455989,0.3156390538302875,0.4316733646292468
SVM,100,2699.0,0.7539290986790986,0.3150505432390107,0.4294406334673393
SVM,2,899.0,0.7386365162615163,0.30737265640986194,0.4189119975901899
SVM,5,1499.0,0.7385343684093684,0.3159065513912061,0.42356525492387115
