Classifier Name,Hyperparameters,Unnamed: 0,Precision,Recall,F-score
Naive Bayes,0,298.0,0.6473889770360358,0.3376105919794,0.43006170988312165
Naive Bayes,1,898.0,0.6585,0.1735142567749177,0.26722484610588687
Naive Bayes,2,1498.0,0.7269761904761904,0.13257083867322458,0.21514711494714184
Naive Bayes,3,2098.0,0.7413333333333334,0.08392724865657965,0.14747079651178452
Naive Bayes,4,2698.0,0.63,0.05942570797795255,0.10732472661123892
