Classifier Name,Hyperparameters,Unnamed: 0,Precision,Recall,F-score
Random Forest,10,901.0,0.5942263275939746,0.3894082313914828,0.4581850737548392
Random Forest,100,2101.0,0.6279240204240204,0.44137398303749764,0.5056959722077798
Random Forest,200,2701.0,0.6299024086508607,0.44859911949076037,0.5130632251055405
Random Forest,5,301.0,0.5281561986345268,0.44611546112126604,0.4702383787822185
Random Forest,50,1501.0,0.6151244148008854,0.4334551818094859,0.49423398853465655
