Classifier Name,Hyperparameters,Unnamed: 0,Precision,Recall,F-score
MLP,"(100, 100)",900.0,0.47291002491660383,0.4365319040810224,0.44300362333293825
MLP,"(150, 150)",1500.0,0.48398564454719384,0.4366133762402776,0.4470834671465772
MLP,"(200, 200)",2100.0,0.4775615772630175,0.42604170084824616,0.4389115650357605
MLP,"(250, 250)",2700.0,0.4803994708571368,0.4295720807400374,0.44190748370982263
MLP,"(50, 50)",300.0,0.46409176160956345,0.41828899274100506,0.4263491514306825
